id_distrito,nombre_distrito,tema,indicador_realidad,valor_realidad,more_is_worse,n_apoyos,n_propuestas,apoyos_per_1000hab,demanda_z,carencia_z,discrepancia,cuadrante
4,Campanar,Aparcamiento para vehículos,plazas_parking_per_1000hab,0.0,False,54,5,1.39,-1.051,0.803,-1.854,Silencioso vulnerable
5,la Saïdia,Aparcamiento para vehículos,plazas_parking_per_1000hab,8.035,False,15,1,0.32,-1.457,0.351,-1.808,Silencioso vulnerable
16,Benicalap,Aparcamiento para vehículos,plazas_parking_per_1000hab,0.0,False,102,7,2.15,-0.763,0.803,-1.565,Silencioso vulnerable
8,Patraix,Aparcamiento para vehículos,plazas_parking_per_1000hab,0.0,False,146,9,2.54,-0.615,0.803,-1.417,Silencioso vulnerable
15,Rascanya,Aparcamiento para vehículos,plazas_parking_per_1000hab,0.0,False,182,7,3.42,-0.281,0.803,-1.083,Silencioso vulnerable
19,Pobles del Sud,Aparcamiento para vehículos,plazas_parking_per_1000hab,0.0,False,81,10,3.82,-0.129,0.803,-0.932,Silencioso vulnerable
3,Extramurs,Aparcamiento para vehículos,plazas_parking_per_1000hab,8.105,False,134,11,2.78,-0.524,0.347,-0.87,Silencioso vulnerable
9,Jesús,Aparcamiento para vehículos,plazas_parking_per_1000hab,0.0,False,227,6,4.4,0.091,0.803,-0.712,Demanda legítima
6,el Pla del Real,Aparcamiento para vehículos,plazas_parking_per_1000hab,29.687,False,0,1,0.0,-1.579,-0.868,-0.711,Cómodo
12,Camins al Grau,Aparcamiento para vehículos,plazas_parking_per_1000hab,0.0,False,294,8,4.52,0.137,0.803,-0.666,Demanda legítima
7,l'Olivereta,Aparcamiento para vehículos,plazas_parking_per_1000hab,9.994,False,209,10,4.32,0.061,0.24,-0.18,Demanda legítima
13,Algirós,Aparcamiento para vehículos,plazas_parking_per_1000hab,17.375,False,131,7,3.69,-0.178,-0.175,-0.003,Cómodo
11,Poblats Marítims,Aparcamiento para vehículos,plazas_parking_per_1000hab,13.483,False,240,8,4.36,0.076,0.044,0.032,Demanda legítima
17,Pobles del Nord,Aparcamiento para vehículos,plazas_parking_per_1000hab,0.0,False,52,4,7.73,1.355,0.803,0.552,Demanda legítima
10,Quatre Carreres,Aparcamiento para vehículos,plazas_parking_per_1000hab,32.262,False,317,17,4.28,0.046,-1.012,1.058,Sobre-demandante
2,l'Eixample,Aparcamiento para vehículos,plazas_parking_per_1000hab,22.734,False,300,15,7.07,1.104,-0.476,1.581,Sobre-demandante
18,Pobles de l'Oest,Aparcamiento para vehículos,plazas_parking_per_1000hab,39.017,False,82,5,5.66,0.569,-1.392,1.962,Sobre-demandante
1,Ciutat Vella,Aparcamiento para vehículos,plazas_parking_per_1000hab,68.761,False,132,3,4.77,0.231,-3.066,3.297,Sobre-demandante
14,Benimaclet,Aparcamiento para vehículos,plazas_parking_per_1000hab,21.604,False,330,9,11.82,2.907,-0.413,3.319,Sobre-demandante
16,Benicalap,Bibliotecas y ludotecas,equipamientos_per_1000hab,1.896,False,0,0,0.0,-1.189,0.694,-1.883,Silencioso vulnerable
15,Rascanya,Bibliotecas y ludotecas,equipamientos_per_1000hab,2.423,False,0,1,0.0,-1.189,0.523,-1.712,Silencioso vulnerable
5,la Saïdia,Bibliotecas y ludotecas,equipamientos_per_1000hab,3.407,False,17,1,0.36,-1.052,0.203,-1.255,Silencioso vulnerable
6,el Pla del Real,Bibliotecas y ludotecas,equipamientos_per_1000hab,4.562,False,0,0,0.0,-1.189,-0.173,-1.016,Cómodo
9,Jesús,Bibliotecas y ludotecas,equipamientos_per_1000hab,2.228,False,110,3,2.13,-0.38,0.586,-0.966,Silencioso vulnerable
3,Extramurs,Bibliotecas y ludotecas,equipamientos_per_1000hab,4.415,False,28,2,0.58,-0.969,-0.125,-0.844,Cómodo
2,l'Eixample,Bibliotecas y ludotecas,equipamientos_per_1000hab,4.311,False,35,2,0.82,-0.878,-0.091,-0.787,Cómodo
10,Quatre Carreres,Bibliotecas y ludotecas,equipamientos_per_1000hab,2.496,False,189,6,2.55,-0.221,0.499,-0.72,Silencioso vulnerable
8,Patraix,Bibliotecas y ludotecas,equipamientos_per_1000hab,2.067,False,201,3,3.49,0.136,0.638,-0.502,Demanda legítima
12,Camins al Grau,Bibliotecas y ludotecas,equipamientos_per_1000hab,1.737,False,289,2,4.44,0.497,0.746,-0.249,Demanda legítima
7,l'Olivereta,Bibliotecas y ludotecas,equipamientos_per_1000hab,3.269,False,165,2,3.41,0.106,0.248,-0.142,Demanda legítima
18,Pobles de l'Oest,Bibliotecas y ludotecas,equipamientos_per_1000hab,2.9,False,61,3,4.21,0.409,0.367,0.042,Demanda legítima
19,Pobles del Sud,Bibliotecas y ludotecas,equipamientos_per_1000hab,3.533,False,83,5,3.91,0.295,0.162,0.134,Demanda legítima
14,Benimaclet,Bibliotecas y ludotecas,equipamientos_per_1000hab,3.619,False,109,2,3.91,0.295,0.134,0.162,Demanda legítima
13,Algirós,Bibliotecas y ludotecas,equipamientos_per_1000hab,4.703,False,126,2,3.55,0.159,-0.219,0.377,Sobre-demandante
11,Poblats Marítims,Bibliotecas y ludotecas,equipamientos_per_1000hab,4.125,False,325,6,5.91,1.055,-0.031,1.085,Sobre-demandante
17,Pobles del Nord,Bibliotecas y ludotecas,equipamientos_per_1000hab,4.903,False,46,2,6.84,1.408,-0.284,1.691,Sobre-demandante
4,Campanar,Bibliotecas y ludotecas,equipamientos_per_1000hab,3.571,False,412,4,10.58,2.828,0.149,2.678,Demanda legítima
1,Ciutat Vella,Bibliotecas y ludotecas,equipamientos_per_1000hab,16.413,False,78,2,2.82,-0.118,-4.025,3.907,Cómodo
15,Rascanya,Carriles bici y movilidad ciclista,m_carril_bici_per_1000hab,210.9,False,223,12,4.19,-0.759,0.885,-1.644,Silencioso vulnerable
1,Ciutat Vella,Carriles bici y movilidad ciclista,m_carril_bici_per_1000hab,219.5,False,242,8,8.75,-0.539,0.836,-1.376,Silencioso vulnerable
7,l'Olivereta,Carriles bici y movilidad ciclista,m_carril_bici_per_1000hab,282.0,False,178,8,3.68,-0.784,0.48,-1.264,Silencioso vulnerable
16,Benicalap,Carriles bici y movilidad ciclista,m_carril_bici_per_1000hab,293.3,False,242,9,5.1,-0.715,0.416,-1.131,Silencioso vulnerable
9,Jesús,Carriles bici y movilidad ciclista,m_carril_bici_per_1000hab,249.8,False,727,16,14.08,-0.283,0.664,-0.946,Silencioso vulnerable
8,Patraix,Carriles bici y movilidad ciclista,m_carril_bici_per_1000hab,254.4,False,836,20,14.52,-0.262,0.637,-0.899,Silencioso vulnerable
18,Pobles de l'Oest,Carriles bici y movilidad ciclista,m_carril_bici_per_1000hab,290.6,False,182,5,12.57,-0.356,0.431,-0.787,Silencioso vulnerable
5,la Saïdia,Carriles bici y movilidad ciclista,m_carril_bici_per_1000hab,281.3,False,773,20,16.56,-0.163,0.484,-0.647,Silencioso vulnerable
12,Camins al Grau,Carriles bici y movilidad ciclista,m_carril_bici_per_1000hab,279.8,False,1166,28,17.92,-0.098,0.493,-0.59,Silencioso vulnerable
11,Poblats Marítims,Carriles bici y movilidad ciclista,m_carril_bici_per_1000hab,347.4,False,710,15,12.9,-0.34,0.107,-0.447,Silencioso vulnerable
14,Benimaclet,Carriles bici y movilidad ciclista,m_carril_bici_per_1000hab,273.7,False,622,12,22.28,0.112,0.527,-0.415,Demanda legítima
10,Quatre Carreres,Carriles bici y movilidad ciclista,m_carril_bici_per_1000hab,392.9,False,609,19,8.22,-0.565,-0.152,-0.413,Cómodo
3,Extramurs,Carriles bici y movilidad ciclista,m_carril_bici_per_1000hab,373.4,False,1098,29,22.76,0.135,-0.041,0.176,Sobre-demandante
13,Algirós,Carriles bici y movilidad ciclista,m_carril_bici_per_1000hab,445.5,False,840,25,23.66,0.178,-0.452,0.631,Sobre-demandante
4,Campanar,Carriles bici y movilidad ciclista,m_carril_bici_per_1000hab,585.7,False,332,15,8.53,-0.55,-1.252,0.702,Cómodo
6,el Pla del Real,Carriles bici y movilidad ciclista,m_carril_bici_per_1000hab,601.7,False,518,21,17.12,-0.136,-1.343,1.206,Cómodo
2,l'Eixample,Carriles bici y movilidad ciclista,m_carril_bici_per_1000hab,469.6,False,1696,22,39.96,0.963,-0.59,1.553,Sobre-demandante
17,Pobles del Nord,Carriles bici y movilidad ciclista,m_carril_bici_per_1000hab,178.9,False,673,15,100.0,3.854,1.068,2.786,Demanda legítima
19,Pobles del Sud,Carriles bici y movilidad ciclista,m_carril_bici_per_1000hab,927.1,False,559,16,26.33,0.307,-3.198,3.505,Sobre-demandante
12,Camins al Grau,Centros cívicos y huertos urbanos,equipamientos_per_1000hab,1.737,False,45,3,0.69,-0.821,0.746,-1.567,Silencioso vulnerable
10,Quatre Carreres,Centros cívicos y huertos urbanos,equipamientos_per_1000hab,2.496,False,38,3,0.51,-0.863,0.499,-1.362,Silencioso vulnerable
15,Rascanya,Centros cívicos y huertos urbanos,equipamientos_per_1000hab,2.423,False,59,6,1.11,-0.723,0.523,-1.246,Silencioso vulnerable
7,l'Olivereta,Centros cívicos y huertos urbanos,equipamientos_per_1000hab,3.269,False,33,2,0.68,-0.823,0.248,-1.071,Silencioso vulnerable
2,l'Eixample,Centros cívicos y huertos urbanos,equipamientos_per_1000hab,4.311,False,14,1,0.33,-0.905,-0.091,-0.814,Cómodo
6,el Pla del Real,Centros cívicos y huertos urbanos,equipamientos_per_1000hab,4.562,False,6,1,0.2,-0.935,-0.173,-0.762,Cómodo
14,Benimaclet,Centros cívicos y huertos urbanos,equipamientos_per_1000hab,3.619,False,50,2,1.79,-0.564,0.134,-0.698,Silencioso vulnerable
5,la Saïdia,Centros cívicos y huertos urbanos,equipamientos_per_1000hab,3.407,False,106,8,2.27,-0.452,0.203,-0.655,Silencioso vulnerable
16,Benicalap,Centros cívicos y huertos urbanos,equipamientos_per_1000hab,1.896,False,226,8,4.76,0.128,0.694,-0.566,Demanda legítima
9,Jesús,Centros cívicos y huertos urbanos,equipamientos_per_1000hab,2.228,False,226,6,4.38,0.04,0.586,-0.546,Demanda legítima
8,Patraix,Centros cívicos y huertos urbanos,equipamientos_per_1000hab,2.067,False,267,12,4.64,0.1,0.638,-0.538,Demanda legítima
11,Poblats Marítims,Centros cívicos y huertos urbanos,equipamientos_per_1000hab,4.125,False,132,6,2.4,-0.422,-0.031,-0.391,Cómodo
3,Extramurs,Centros cívicos y huertos urbanos,equipamientos_per_1000hab,4.415,False,137,6,2.84,-0.32,-0.125,-0.195,Cómodo
13,Algirós,Centros cívicos y huertos urbanos,equipamientos_per_1000hab,4.703,False,140,4,3.94,-0.063,-0.219,0.156,Cómodo
17,Pobles del Nord,Centros cívicos y huertos urbanos,equipamientos_per_1000hab,4.903,False,30,3,4.46,0.058,-0.284,0.342,Sobre-demandante
4,Campanar,Centros cívicos y huertos urbanos,equipamientos_per_1000hab,3.571,False,275,10,7.06,0.665,0.149,0.515,Demanda legítima
19,Pobles del Sud,Centros cívicos y huertos urbanos,equipamientos_per_1000hab,3.533,False,224,10,10.55,1.479,0.162,1.317,Demanda legítima
18,Pobles de l'Oest,Centros cívicos y huertos urbanos,equipamientos_per_1000hab,2.9,False,251,6,17.33,3.06,0.367,2.693,Demanda legítima
1,Ciutat Vella,Centros cívicos y huertos urbanos,equipamientos_per_1000hab,16.413,False,278,11,10.05,1.362,-4.025,5.387,Sobre-demandante
16,Benicalap,Centros de salud,ind_equip,3.972,True,0,0,0.0,-1.154,2.096,-3.251,Silencioso vulnerable
15,Rascanya,Centros de salud,ind_equip,3.32,True,52,3,0.98,-0.591,0.938,-1.529,Silencioso vulnerable
3,Extramurs,Centros de salud,ind_equip,3.041,True,11,1,0.23,-1.022,0.444,-1.466,Silencioso vulnerable
4,Campanar,Centros de salud,ind_equip,3.937,True,147,3,3.78,1.016,2.033,-1.017,Demanda legítima
11,Poblats Marítims,Centros de salud,ind_equip,2.863,True,46,1,0.84,-0.672,0.128,-0.799,Silencioso vulnerable
14,Benimaclet,Centros de salud,ind_equip,2.536,True,0,0,0.0,-1.154,-0.453,-0.701,Cómodo
2,l'Eixample,Centros de salud,ind_equip,3.225,True,104,3,2.45,0.253,0.77,-0.517,Demanda legítima
7,l'Olivereta,Centros de salud,ind_equip,2.715,True,44,2,0.91,-0.632,-0.136,-0.496,Cómodo
6,el Pla del Real,Centros de salud,ind_equip,2.375,True,0,0,0.0,-1.154,-0.739,-0.416,Cómodo
10,Quatre Carreres,Centros de salud,ind_equip,2.579,True,74,7,1.0,-0.58,-0.377,-0.203,Cómodo
9,Jesús,Centros de salud,ind_equip,2.258,True,7,2,0.14,-1.074,-0.948,-0.126,Cómodo
13,Algirós,Centros de salud,ind_equip,2.645,True,52,3,1.46,-0.316,-0.26,-0.056,Cómodo
12,Camins al Grau,Centros de salud,ind_equip,2.4,True,94,3,1.44,-0.327,-0.695,0.368,Cómodo
5,la Saïdia,Centros de salud,ind_equip,2.534,True,176,4,3.77,1.011,-0.456,1.467,Sobre-demandante
8,Patraix,Centros de salud,ind_equip,2.403,True,291,8,5.05,1.746,-0.69,2.435,Sobre-demandante
1,Ciutat Vella,Centros de salud,ind_equip,1.859,True,100,3,3.62,0.924,-1.655,2.58,Sobre-demandante
17,Pobles del Nord,Centros de salud,ind_equip,,True,22,1,3.27,0.723,,,Cómodo
18,Pobles de l'Oest,Centros de salud,ind_equip,,True,65,1,4.49,1.424,,,Cómodo
19,Pobles del Sud,Centros de salud,ind_equip,,True,101,2,4.76,1.579,,,Cómodo
9,Jesús,Centros educativos,centros_educativos_per_1000hab,0.523,False,30,1,0.58,-0.81,1.097,-1.906,Silencioso vulnerable
15,Rascanya,Centros educativos,centros_educativos_per_1000hab,0.582,False,4,1,0.08,-0.931,0.681,-1.611,Silencioso vulnerable
12,Camins al Grau,Centros educativos,centros_educativos_per_1000hab,0.584,False,43,2,0.66,-0.79,0.667,-1.457,Silencioso vulnerable
10,Quatre Carreres,Centros educativos,centros_educativos_per_1000hab,0.526,False,250,8,3.37,-0.136,1.075,-1.211,Silencioso vulnerable
5,la Saïdia,Centros educativos,centros_educativos_per_1000hab,0.664,False,10,2,0.21,-0.899,0.103,-1.002,Silencioso vulnerable
16,Benicalap,Centros educativos,centros_educativos_per_1000hab,0.421,False,370,7,7.8,0.934,1.815,-0.881,Demanda legítima
11,Poblats Marítims,Centros educativos,centros_educativos_per_1000hab,0.69,False,7,1,0.13,-0.918,-0.08,-0.838,Cómodo
1,Ciutat Vella,Centros educativos,centros_educativos_per_1000hab,0.687,False,47,2,1.7,-0.539,-0.059,-0.48,Cómodo
14,Benimaclet,Centros educativos,centros_educativos_per_1000hab,0.752,False,35,1,1.25,-0.648,-0.517,-0.131,Cómodo
6,el Pla del Real,Centros educativos,centros_educativos_per_1000hab,0.76,False,37,2,1.22,-0.655,-0.573,-0.082,Cómodo
7,l'Olivereta,Centros educativos,centros_educativos_per_1000hab,0.683,False,238,9,4.92,0.238,-0.031,0.269,Sobre-demandante
8,Patraix,Centros educativos,centros_educativos_per_1000hab,0.452,False,675,8,11.72,1.881,1.597,0.284,Demanda legítima
19,Pobles del Sud,Centros educativos,centros_educativos_per_1000hab,0.801,False,67,8,3.16,-0.187,-0.862,0.676,Cómodo
13,Algirós,Centros educativos,centros_educativos_per_1000hab,0.704,False,251,4,7.07,0.758,-0.179,0.937,Sobre-demandante
4,Campanar,Centros educativos,centros_educativos_per_1000hab,0.951,False,0,0,0.0,-0.95,-1.919,0.969,Cómodo
18,Pobles de l'Oest,Centros educativos,centros_educativos_per_1000hab,0.76,False,81,3,5.59,0.4,-0.573,0.974,Sobre-demandante
3,Extramurs,Centros educativos,centros_educativos_per_1000hab,0.912,False,65,1,1.35,-0.624,-1.644,1.021,Cómodo
17,Pobles del Nord,Centros educativos,centros_educativos_per_1000hab,0.594,False,82,3,12.18,1.992,0.596,1.396,Demanda legítima
2,l'Eixample,Centros educativos,centros_educativos_per_1000hab,0.848,False,498,8,11.73,1.883,-1.193,3.077,Sobre-demandante
12,Camins al Grau,Equipamientos culturales,equipamientos_per_1000hab,1.737,False,0,0,0.0,-0.699,0.746,-1.445,Silencioso vulnerable
8,Patraix,Equipamientos culturales,equipamientos_per_1000hab,2.067,False,0,0,0.0,-0.699,0.638,-1.337,Silencioso vulnerable
9,Jesús,Equipamientos culturales,equipamientos_per_1000hab,2.228,False,0,0,0.0,-0.699,0.586,-1.285,Silencioso vulnerable
15,Rascanya,Equipamientos culturales,equipamientos_per_1000hab,2.423,False,1,1,0.02,-0.693,0.523,-1.215,Silencioso vulnerable
10,Quatre Carreres,Equipamientos culturales,equipamientos_per_1000hab,2.496,False,9,2,0.12,-0.662,0.499,-1.16,Silencioso vulnerable
7,l'Olivereta,Equipamientos culturales,equipamientos_per_1000hab,3.269,False,0,0,0.0,-0.699,0.248,-0.947,Silencioso vulnerable
2,l'Eixample,Equipamientos culturales,equipamientos_per_1000hab,4.311,False,0,0,0.0,-0.699,-0.091,-0.608,Cómodo
19,Pobles del Sud,Equipamientos culturales,equipamientos_per_1000hab,3.533,False,18,1,0.85,-0.433,0.162,-0.595,Silencioso vulnerable
16,Benicalap,Equipamientos culturales,equipamientos_per_1000hab,1.896,False,125,3,2.63,0.124,0.694,-0.57,Demanda legítima
4,Campanar,Equipamientos culturales,equipamientos_per_1000hab,3.571,False,36,1,0.92,-0.411,0.149,-0.561,Silencioso vulnerable
13,Algirós,Equipamientos culturales,equipamientos_per_1000hab,4.703,False,0,0,0.0,-0.699,-0.219,-0.481,Cómodo
6,el Pla del Real,Equipamientos culturales,equipamientos_per_1000hab,4.562,False,19,2,0.63,-0.502,-0.173,-0.329,Cómodo
11,Poblats Marítims,Equipamientos culturales,equipamientos_per_1000hab,4.125,False,75,3,1.36,-0.274,-0.031,-0.243,Cómodo
3,Extramurs,Equipamientos culturales,equipamientos_per_1000hab,4.415,False,108,2,2.24,0.002,-0.125,0.127,Sobre-demandante
5,la Saïdia,Equipamientos culturales,equipamientos_per_1000hab,3.407,False,158,3,3.39,0.362,0.203,0.159,Demanda legítima
14,Benimaclet,Equipamientos culturales,equipamientos_per_1000hab,3.619,False,227,3,8.13,1.845,0.134,1.711,Demanda legítima
18,Pobles de l'Oest,Equipamientos culturales,equipamientos_per_1000hab,2.9,False,152,5,10.5,2.587,0.367,2.219,Demanda legítima
17,Pobles del Nord,Equipamientos culturales,equipamientos_per_1000hab,4.903,False,59,3,8.77,2.045,-0.284,2.329,Sobre-demandante
1,Ciutat Vella,Equipamientos culturales,equipamientos_per_1000hab,16.413,False,80,3,2.89,0.205,-4.025,4.231,Sobre-demandante
12,Camins al Grau,Equipamientos específicos,equipamientos_per_1000hab,1.737,False,0,0,0.0,-0.447,0.746,-1.193,Silencioso vulnerable
16,Benicalap,Equipamientos específicos,equipamientos_per_1000hab,1.896,False,0,0,0.0,-0.447,0.694,-1.141,Silencioso vulnerable
8,Patraix,Equipamientos específicos,equipamientos_per_1000hab,2.067,False,2,1,0.03,-0.437,0.638,-1.075,Silencioso vulnerable
9,Jesús,Equipamientos específicos,equipamientos_per_1000hab,2.228,False,0,0,0.0,-0.447,0.586,-1.033,Silencioso vulnerable
15,Rascanya,Equipamientos específicos,equipamientos_per_1000hab,2.423,False,3,1,0.06,-0.427,0.523,-0.95,Silencioso vulnerable
10,Quatre Carreres,Equipamientos específicos,equipamientos_per_1000hab,2.496,False,0,0,0.0,-0.447,0.499,-0.946,Silencioso vulnerable
4,Campanar,Equipamientos específicos,equipamientos_per_1000hab,3.571,False,0,0,0.0,-0.447,0.149,-0.596,Silencioso vulnerable
5,la Saïdia,Equipamientos específicos,equipamientos_per_1000hab,3.407,False,11,1,0.24,-0.368,0.203,-0.571,Silencioso vulnerable
7,l'Olivereta,Equipamientos específicos,equipamientos_per_1000hab,3.269,False,25,2,0.52,-0.276,0.248,-0.523,Silencioso vulnerable
11,Poblats Marítims,Equipamientos específicos,equipamientos_per_1000hab,4.125,False,0,0,0.0,-0.447,-0.031,-0.416,Cómodo
3,Extramurs,Equipamientos específicos,equipamientos_per_1000hab,4.415,False,0,0,0.0,-0.447,-0.125,-0.322,Cómodo
14,Benimaclet,Equipamientos específicos,equipamientos_per_1000hab,3.619,False,24,3,0.86,-0.164,0.134,-0.297,Silencioso vulnerable
6,el Pla del Real,Equipamientos específicos,equipamientos_per_1000hab,4.562,False,0,0,0.0,-0.447,-0.173,-0.274,Cómodo
13,Algirós,Equipamientos específicos,equipamientos_per_1000hab,4.703,False,0,0,0.0,-0.447,-0.219,-0.228,Cómodo
2,l'Eixample,Equipamientos específicos,equipamientos_per_1000hab,4.311,False,23,4,0.54,-0.269,-0.091,-0.178,Cómodo
18,Pobles de l'Oest,Equipamientos específicos,equipamientos_per_1000hab,2.9,False,66,2,4.56,1.056,0.367,0.688,Demanda legítima
17,Pobles del Nord,Equipamientos específicos,equipamientos_per_1000hab,4.903,False,46,3,6.84,1.807,-0.284,2.091,Sobre-demandante
19,Pobles del Sud,Equipamientos específicos,equipamientos_per_1000hab,3.533,False,252,5,11.87,3.465,0.162,3.303,Demanda legítima
1,Ciutat Vella,Equipamientos específicos,equipamientos_per_1000hab,16.413,False,7,1,0.25,-0.365,-4.025,3.661,Cómodo
2,l'Eixample,Fuentes y aseos públicos,fuentes_agua_per_1000hab,0.377,False,35,3,0.82,-0.601,0.997,-1.598,Silencioso vulnerable
3,Extramurs,Fuentes y aseos públicos,fuentes_agua_per_1000hab,0.663,False,10,2,0.21,-0.817,0.65,-1.467,Silencioso vulnerable
15,Rascanya,Fuentes y aseos públicos,fuentes_agua_per_1000hab,0.601,False,32,1,0.6,-0.679,0.725,-1.405,Silencioso vulnerable
12,Camins al Grau,Fuentes y aseos públicos,fuentes_agua_per_1000hab,0.645,False,41,2,0.63,-0.669,0.672,-1.341,Silencioso vulnerable
16,Benicalap,Fuentes y aseos públicos,fuentes_agua_per_1000hab,0.759,False,45,2,0.95,-0.555,0.534,-1.089,Silencioso vulnerable
6,el Pla del Real,Fuentes y aseos públicos,fuentes_agua_per_1000hab,0.727,False,35,2,1.16,-0.481,0.572,-1.053,Silencioso vulnerable
7,l'Olivereta,Fuentes y aseos públicos,fuentes_agua_per_1000hab,0.745,False,54,1,1.12,-0.495,0.551,-1.046,Silencioso vulnerable
