id,Edicion,Id_Propuesta,Titulo,Codigo_Ambito_Referencia,Ambito_Referencia,Tipo_Proponente,Numero_Apoyos,Pasa_Fase_Apoyos,Pasa_Fase_Viabilidad,Numero_Votos,Seleccionada,Presupuesto_euros,Mision_Climatica,Fecha creacion,Fecha_Baja,id_distrito,nombre_distrito,match_status
2896,5,3585,Creacion de acera en Camino Moncada hasta Borboto,Toda la ciudad,Toda la ciudad,Particular,12.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2934,5,3623,Establecimiento de nuevo sistema de recogida de residuos urbanos,Toda la ciudad,Toda la ciudad,Particular,3.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2956,6,4012,Reurbanitzacio i pacificacio Av. Constitucio,15,Rascanya,Particular,73.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,15,Rascanya,matched
2958,6,4014,"DERRUIR FaBRICAS, MUROS Y CASAS EN RUINAS CON POSTERIOR AJARDINAMIENTO EN JESuS",9,Jesus,Particular,211.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,9,Jesús,matched
3001,6,4057,Arborizado de calle Ibiza (junto CEIP 103),12,Camins al Grau,Particular,58.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,12,Camins al Grau,matched
3003,6,4059,Adecuar solar calles Luis Oliag-Reino Valencia-Escutor Jose Capuz,10,Quatre Carreres,Particular,91.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,10,Quatre Carreres,matched
3030,6,4086,Habilitar solar para parking publico,8,Patraix,Particular,49.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,8,Patraix,matched
3040,6,4096,DISEÑO DE LOS ITINERARIOS PEATONALES (basado en el PMUS 2013),1,Ciutat Vella,Particular,36.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,1,Ciutat Vella,matched
3064,6,4120,Reforma y mejora  de iluminacion parques infantiles en general,12,Camins al Grau,Particular,102.0,SI,SI,464.0,SI,110000.0,No aplicable,2023-04-27,,12,Camins al Grau,matched
3092,6,4148,"Sustitucion pavimento de las aceras, Marques de Lozoya y Josep Cervera i Grifol",10,Quatre Carreres,Particular,56.0,SI,SI,105.0,NO,119000.0,No aplicable,2023-04-27,,10,Quatre Carreres,matched
3096,6,4152,Cole Camins per a tots,10,Quatre Carreres,Particular,31.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,10,Quatre Carreres,matched
3115,6,4171,Carril bici en Archiduque Carlos,8,Patraix,Particular,149.0,SI,SI,740.0,SI,50000.0,No aplicable,2023-04-27,,8,Patraix,matched
3123,6,4179,Carril bici Mestre Racional-Matias Perello-Centelles,2,l'Eixample,Particular,43.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,2,l'Eixample,matched
3138,6,4194,Renovacion Parque Horticultor Corset,3,Extramurs,Particular,127.0,SI,SI,198.0,NO,200000.0,No aplicable,2023-04-27,,3,Extramurs,matched
3146,6,4202,ADECENTAR CALLEJoN DE LA PLAZA RiO SEGURA,19,1,Particular,31.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,19,Pobles del Sud,matched
3170,6,4226,Centro de Mayores mas grande,3,Extramurs,Particular,14.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,3,Extramurs,matched
3269,6,4325,PEATONALIZACIoN CALLES TRINIDAD Y SAN PIO V,5,la Saidia,Particular,31.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,5,la Saïdia,matched
3342,6,4398,REHABILITAR CHALET CALLE EN UN CENTRO PARA EL BARRIO,12,Camins al Grau,Particular,41.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,12,Camins al Grau,matched
3344,6,4400,"Un buen parque,al lado de la subestacion.",8,Patraix,Particular,152.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,8,Patraix,matched
3345,6,4401,Via ferrata gasometro gas lebon,12,Camins al Grau,Particular,39.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,12,Camins al Grau,matched
3417,6,4473,Reanudar la linea 1 de EMT,11,Poblats Maritims,Particular,37.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,11,Poblats Marítims,matched
3426,6,4482,CONNEXIo PER A VIANANTS I BICIS DE EL PALMAR AMB EL PERELLONET,19,5,Particular,23.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,19,Pobles del Sud,matched
3440,6,4496,INSTALACIoN PARA LA PRaCTICA DE PILOTA VALENCIANA,8,Patraix,Particular,94.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,8,Patraix,matched
3466,6,4523,DESCAMPADO BERNAT DESCOLL JUNTO A LAS ViAS,10,Quatre Carreres,Particular,53.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,10,Quatre Carreres,matched
3471,6,4528,Ampliar aceras calle Ciutat de Melilla,8,Patraix,Particular,9.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,8,Patraix,matched
3505,6,4562,Millora de la vorera entre el Carrer de la Democracia i el Passeig de la Petxina,7,l'Olivereta,Particular,8.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,7,l'Olivereta,matched
3550,6,4607,MeS ARBRES ALS CARRERS,19,7,Particular,21.0,SI,SI,70.0,NO,40000.0,No aplicable,2023-04-27,,19,Pobles del Sud,matched
3570,6,4627,Habilitar parking en descampado Carolina alvarez - Av. Baleares,12,Camins al Grau,Particular,35.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,12,Camins al Grau,matched
3716,6,4774,Linea publica de autobus desde Valencia hasta las urbanizaciones de Massarrojos.,17,6,Particular,25.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,17,Pobles del Nord,matched
3718,6,4776,ACERAS CALLE AZCARRGA,3,Extramurs,Particular,14.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,3,Extramurs,matched
3766,6,4826,ARBOLES PARA LA CALLE SEGORBE/SOGORB,2,l'Eixample,Particular,4.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,2,l'Eixample,matched
3804,6,4865,Cambiar la zona de estacionamiento de autobuses en la calle ninot,16,Benicalap,Particular,2.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,16,Benicalap,matched
3847,6,4908,Conexion recta del carril bici de Carteros en el cruce con Llanera de Ranes,9,Jesus,Particular,41.0,SI,SI,384.0,SI,30000.0,No aplicable,2023-04-27,,9,Jesús,matched
3862,6,4923,Convertir la plaça de Castellar en un espai per als vianants.,19,2,Particular,31.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,19,Pobles del Sud,matched
3898,6,4960,ACERAS DE LA CALLE PEDRO DE VALENCIA,11,Poblats Maritims,Particular,12.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,11,Poblats Marítims,matched
3905,6,4967,REHABILITACION ALQUERIA CALLE ASTURIAS,12,Camins al Grau,Particular,40.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,12,Camins al Grau,matched
3918,6,4980,Reparacion y asfaltado de calzada,16,Benicalap,Particular,11.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,16,Benicalap,matched
3932,6,4994,METRO AUSIAS MARCH - OLTa,10,Quatre Carreres,Particular,46.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,10,Quatre Carreres,matched
3980,6,5042,Todos los rotulos de calles tambien en castellano,1,Ciutat Vella,Particular,10.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,1,Ciutat Vella,matched
3994,6,5056,Mejora de desagües,17,7,Particular,17.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,17,Pobles del Nord,matched
4018,6,5080,Poda jardineria,9,Jesus,Particular,6.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,9,Jesús,matched
4027,6,5089,Plaça vianants mercat del grau,11,Poblats Maritims,Particular,41.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,11,Poblats Marítims,matched
4047,6,5109,Parque calle fuente la higuera con plaza Raquel paya pedagoga,2,l'Eixample,Particular,7.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,2,l'Eixample,matched
4129,6,5191,CAMPO DE FuTBOL 11 PARA TORREFIEL,15,Rascanya,Representante GT,0.0,SI,SI,311.0,SI,120000.0,No aplicable,2023-04-27,,15,Rascanya,matched
4170,6,5232,Dotacion bibliotecas Eixample,2,l'Eixample,Ayuntamiento en rep. GT,0.0,SI,SI,351.0,SI,15000.0,No aplicable,2023-04-27,,2,l'Eixample,matched
4214,6,5276,Cambio de ubicacion de contenedores de basura Calle Roderic d'Osona,12,Camins al Grau,Particular,18.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,12,Camins al Grau,matched
4254,7,5316,Ping-Podromo en Velluters,1,Ciutat Vella,Particular,32.0,SI,SI,223.0,SI,18000.0,Sin etiqueta,2023-04-27,,1,Ciutat Vella,matched
4266,7,5328,Adecuamiento de solar en Benicalap,16,Benicalap,Particular,57.0,SI,SI,533.0,SI,95000.0,Sin etiqueta,2023-04-27,,16,Benicalap,matched
4315,7,5377,renovar y ensanchar las aceras de la calle de Orihuela para su accesibilidad,5,la Saidia,Particular,52.0,SI,SI,125.0,NO,572522.0,Sin etiqueta,2023-04-27,,5,la Saïdia,matched
4382,7,5444,Metro en malilla,10,Quatre Carreres,Particular,97.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,10,Quatre Carreres,matched
4387,7,5449,"WIFI4EU, gratuit i segur a places i jardins del districte",2,l'Eixample,Particular,2.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,2,l'Eixample,matched
4405,7,5467,Renovacion de alumbrado,8,Patraix,Particular,4.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,8,Patraix,matched
4451,7,5513,Ampliacion y/o mejora del Skate Park de Avda. Tres Cruces,8,Patraix,Particular,30.0,SI,SI,174.0,NO,120000.0,Sin etiqueta,2023-04-27,,8,Patraix,matched
4570,7,5632,Creacion o renovacion de los parques infantiles,16,Benicalap,Particular,20.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,16,Benicalap,matched
4608,7,5670,Centro de salud auxiliar en antiguo local de Radio 9,13,Algiros,Particular,51.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,13,Algirós,matched
4652,7,5714,"Cabañal, slow city, barrio sin contaminacion acustica",11,Poblats Maritims,Particular,9.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,11,Poblats Marítims,matched
4708,7,5770,arboles para las calles olvidadas de la Raiosa (entorno de C/ Uruguay),9,Jesus,Particular,39.0,SI,SI,375.0,SI,205000.0,Con etiqueta,2023-04-27,,9,Jesús,matched
4748,7,5810,Parques infantil zona nueva de Patraix,8,Patraix,Particular,15.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,8,Patraix,matched
4767,7,5829,Parque Canino,12,Camins al Grau,Particular,10.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,12,Camins al Grau,matched
4797,7,5859,CENSO ADN CANINO,14,Benimaclet,Particular,48.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,14,Benimaclet,matched
4802,7,5864,Ensanche aceras Rafael Tenes Escrich a CEIP Benimamet,18,1,Particular,25.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,18,Pobles de l'Oest,matched
4819,7,5881,CAMBIAR ALUMBRADO PuBLICO,18,1,Particular,3.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,18,Pobles de l'Oest,matched
4832,7,5894,Definir Aparcamientos Calle Sirena,19,6,Particular,8.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,19,Pobles del Sud,matched
4932,7,5994,Crear acceso ciclo-peatonal para acceder al anillo verde,17,6,Particular,55.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,17,Pobles del Nord,matched
4947,7,6009,Calle Felipe valls de una unica direccion desde el numero 92 hasta el 157,18,1,Particular,6.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,18,Pobles de l'Oest,matched
4971,7,6033,Ampliar aceras y arbolado en Gregorio Mayans,2,l'Eixample,Particular,5.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,2,l'Eixample,matched
4983,7,6045,ELIMINACIoN PUNTO PELIGROSO CARRIL BICI MERCADO DE JESuS,8,Patraix,Particular,8.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,8,Patraix,matched
5009,7,6071,Viva el reductor de velocidad.,4,Campanar,Particular,4.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,4,Campanar,matched
5011,7,6073,Terminar calle Montesa,9,Jesus,Particular,7.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,9,Jesús,matched
5071,7,6133,AMPLIACION ACERA CALLE SAN VICENTE Nº 245 AL 249,9,Jesus,Particular,39.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,9,Jesús,matched
5095,7,6157,Cambio trafico calle Gorgos desde colegio del Pilar hasta la calle Clariano,13,Algiros,Particular,2.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,13,Algirós,matched
5143,7,6205,Reacondicionamiento Parque Jacinto Labaila con Fontanares y Escultor Ricard Boix,8,Patraix,Particular,36.0,SI,SI,601.0,SI,50000.0,Sin etiqueta,2023-04-27,,8,Patraix,matched
5150,7,6212,"Mejora,reformulacion y ampliacion de usos del Parque de la vaca junto FINCA ROJA",3,Extramurs,Particular,48.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,3,Extramurs,matched
5164,7,6226,Poner bancos en cada esquina para gente mayor.,2,l'Eixample,Particular,21.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,2,l'Eixample,matched
5177,7,6239,Un Skatepark para jovenes en Quatre Carreres,10,Quatre Carreres,Particular,22.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,10,Quatre Carreres,matched
5193,7,6255,ESTUDIO REURBANIZACION Y SOTERRAMIENTO DE CONTENEDORES C/ SORNI,2,l'Eixample,Particular,44.0,SI,SI,186.0,NO,61000.0,Sin etiqueta,2023-04-27,,2,l'Eixample,matched
5247,7,6309,"Sustituir farola tipo carretera por farolas de a pie, zona Mezquita",13,Algiros,Particular,5.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,13,Algirós,matched
5296,7,6358,Substitucio baculs Orriols,15,Rascanya,Representante GT,0.0,SI,SI,85.0,SI,253630.0,Con etiqueta,2023-04-27,,15,Rascanya,matched
5324,7,6386,PETICION INSTALACIoN DEPORTIVA ELEMENTAL (IDE) PARA EL BARRIO DE ORRIOLS,15,Rascanya,Representante GT,0.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,15,Rascanya,matched
5337,7,6399,JARDiN VERTICAL Y TEJADO VERDE EN EL POLIDEPORTIVO EL CARMEN,1,Ciutat Vella,Particular,37.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,1,Ciutat Vella,matched
5365,7,6427,Paseo maritimo,11,Poblats Maritims,Particular,8.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,11,Poblats Marítims,matched
5391,7,6453,Mejora aceras calle Guadalquivir,19,1,Particular,10.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,19,Pobles del Sud,matched
5401,7,6463,Urbanizacion peatonalizacion Barrio Ramon de Castro,8,Patraix,Representante GT,0.0,SI,SI,550.0,SI,31500.0,Con etiqueta,2023-04-27,,8,Patraix,matched
5458,7,6520,Instalacion de Ejercicios de Calistenia en el Parque Central,2,l'Eixample,Representante GT,0.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,2,l'Eixample,matched
5499,7,6561,Alumbrado publico,14,Benimaclet,Representante GT,0.0,SI,SI,383.0,SI,26000.0,Sin etiqueta,2023-04-27,,14,Benimaclet,matched
5533,7,6595,CUBIERTA PROTECTORA DEL SOL SEMAFORO  EXPLANDA  SAN PIO V- PONT DE TRINITAT,5,la Saidia,Particular,3.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,5,la Saïdia,matched
5538,7,6600,Soterramiento de contenedores en Calle Cuba,2,l'Eixample,Particular,19.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,2,l'Eixample,matched
5544,7,6606,Demolicion antiguo instituto abandonado,10,Quatre Carreres,Particular,20.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,10,Quatre Carreres,matched
5549,7,6611,pasaje avenida giorgeta-calle maestro sosa,3,Extramurs,Particular,36.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,3,Extramurs,matched
5551,7,6613,Remodelacion Jardin de plaza Escultor Ricart Boix,8,Patraix,Representante GT,0.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,8,Patraix,matched
5572,7,6634,PARQUE PUBLICO FRENTE AL COLEGIO EL PILAR (CALLE RUBEN DARIO),13,Algiros,Particular,36.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,13,Algirós,matched
5655,7,6717,Mejoras en el Parque de Albalat dels Tarongers,13,Algiros,Particular,40.0,SI,SI,185.0,NO,300000.0,Sin etiqueta,2023-04-27,,13,Algirós,matched
5703,7,6765,Zona de encuentro y juegos en Plaza Sant Felip Neri,13,Algiros,Particular,10.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,13,Algirós,matched
5730,7,6792,PONTE EN MARCHA Y GANA SALUD¡¡,19,7,Particular,51.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,19,Pobles del Sud,matched
5755,7,6817,PARQUE PARA PERROS EN C/ VALLE DE LA BALLESTERA,4,Campanar,Particular,33.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,4,Campanar,matched
137,1,2015-00174,,15,Rascanya,Persona Fisica,,No aplicable,NO,0.0,NO,,No aplicable,2023-04-27,,15,Rascanya,matched
145,1,2015-00182,,3,Extramurs,Persona Fisica,,No aplicable,NO,0.0,NO,,No aplicable,2023-04-27,,3,Extramurs,matched
273,1,2015-00327,,6,el Pla del Real,Persona Fisica,,No aplicable,NO,0.0,NO,,No aplicable,2023-04-27,,6,el Pla del Real,matched
382,1,2015-00447,,19,Pobles del Sud,Persona Juridica,,No aplicable,NO,0.0,NO,,No aplicable,2023-04-27,,19,Pobles del Sud,matched
473,1,2015-00566,,5,la Saidia,Persona Juridica,,No aplicable,NO,0.0,NO,,No aplicable,2023-04-27,,5,la Saïdia,matched
528,1,2016-00023,,7,l'Olivereta,Persona Juridica,,No aplicable,SI,3.0,NO,,No aplicable,2023-04-27,,7,l'Olivereta,matched
741,2,122,SEÑALIZACION DE LOS BARRIOS DE CUEVAS EN BENIMAMET,18,Pobles de l'Oest,Particular,69.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,18,Pobles de l'Oest,matched
775,2,156,CIERRE DE 23.00 HORAS A 06.00 HORAS PASO INFERIOR PeREZ GALDoS,3,Extramurs,Particular,3.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,3,Extramurs,matched
785,2,166,Acceso peatonal tunel Gran Via Germanias,2,l'Eixample,Particular,17.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,2,l'Eixample,matched
808,2,189,Semaforo Calle Arquitecto Rodriguez cruce Duque de Mandas,15,Rascanya,Particular,30.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,15,Rascanya,matched
1139,2,520,Propuesta PARQUE/PLAZA MARiA BENEYTO. (CENTRO SALUD GUILLEM DE CASTRO),3,Extramurs,Particular,33.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,3,Extramurs,matched
1164,2,545,Asfaltado plaza Ascension Chirivella (detras del numero 69 avenida Baleares),12,Camins al Grau,Particular,38.0,SI,SI,317.0,SI,162500.0,No aplicable,2023-04-27,,12,Camins al Grau,matched
1291,3,1084,PINTAR LOS CARRILES EN LAS ROTONDAS,Toda la ciudad,Toda la ciudad,Particular,14.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
1330,3,1123,SEÑALIZACIoN DE LA RED DE CARRILES BICI Y CICLOCALLES.,Toda la ciudad,Toda la ciudad,Particular,4.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
1353,3,1146,"SUSTITUCION DE LA ILUMINACION ACTUAL DE LOS TUNELES DE GRANDES VIAS, EL SALER Y",Toda la ciudad,Toda la ciudad,Particular,8.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
1552,3,1346,CARRIL BICI EN LA AVENIDA EDUARDO BOSCA Y CARDENAL BENLLOCH,Toda la ciudad,Toda la ciudad,Particular,1.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
1730,3,1526,ZONA APARCAMIENTO DESCAMPADO TORREFIEL,Toda la ciudad,Toda la ciudad,Particular,3.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
1843,4,2072,MILLORA DE TRANSPORT PuBLIC A LA CIUTAT DE LES ARTS I LES CIeNCIES,10,Quatre Carreres,Particular,122.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,10,Quatre Carreres,matched
1849,4,2078,"AJARDINAMIENTO SOLAR ENTRADAS C/ESCULTORJ. CAPUZ Nº 5 Y AVDA. R. VALENCIA, 94",10,Quatre Carreres,Particular,18.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,10,Quatre Carreres,matched
1946,4,2175,PARQUE INFANTIL NATURAL,8,Patraix,Particular,46.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,8,Patraix,matched
1987,4,2216,CAMBIO DE CONTENEDORES DE RESIDUOS Y OTROS,9,Jesus,Particular,3.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,9,Jesús,matched
2024,4,2253,ARBRES ALS ESCOCELLS CAMi CANAL + FINALITZACIo PLAÇA ESCOLA,19,3,Representante GT,0.0,SI,SI,55.0,SI,25000.0,No aplicable,2023-04-27,,19,Pobles del Sud,matched
2069,4,2298,ESPACIO DE SOCIALIZACIoN PARA PERROS EN LA CALLE FUENTE PODRIDA,11,Poblats Maritims,Particular,4.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,11,Poblats Marítims,matched
2112,4,2341,INSTALACIoN EQUIPOS DE GIMNASIA EN CALLE RASCANYA,4,Campanar,Representante GT,0.0,SI,SI,105.0,NO,100000.0,No aplicable,2023-04-27,,4,Campanar,matched
2132,4,2361,SOMBRAS CON PeRGOLAS SOLARES EN EL PARQUE LINEAL,18,1,Particular,77.0,SI,SI,182.0,SI,180000.0,No aplicable,2023-04-27,,18,Pobles de l'Oest,matched
2140,4,2369,OTRA SALIDA,18,1,Particular,18.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,18,Pobles de l'Oest,matched
2223,4,2452,JARDINES VERTICALES URBANOS EN CIUTAT VELLA,1,Ciutat Vella,Particular,118.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,1,Ciutat Vella,matched
2247,4,2476,LA SALUD Y LA CONTAMINACION POR TRAFICO EN LA AVENIDA DEL CID,7,l'Olivereta,Particular,64.0,SI,SI,192.0,SI,140360.0,No aplicable,2023-04-27,,7,l'Olivereta,matched
2250,4,2479,ADAPTACIoN DE PLANTA CENTRO DE MAYORES NOU MOLES PARA CASAL JOVEN EN OLIVERETA,7,l'Olivereta,Representante GT,0.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,7,l'Olivereta,matched
2264,4,2493,JARDi-ZONA VERDA AL CARRER JOSEP SANCHIS,8,Patraix,Particular,36.0,SI,SI,327.0,NO,150000.0,No aplicable,2023-04-27,,8,Patraix,matched
2300,4,2529,ILUMINACIoN MEDIO-AMBIENTALMENTE SOSTENIBLE EN LA DEVESA DE EL SALER.,19,4,Particular,36.0,SI,SI,52.0,SI,30117.0,No aplicable,2023-04-27,,19,Pobles del Sud,matched
2316,5,3004,INSTAL·LACIo D'EQUIPAMENTS DE RECURSOS AGRARIS (ERA) EN VALeNCIA,Toda la ciudad,Toda la ciudad,Ayuntamiento,217.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2319,5,3007,ESCOLETA MUNICIPAL DE 0 A 3 ANYS EN OLIVERETA,Toda la ciudad,Toda la ciudad,Ayuntamiento,212.0,SI,SI,1211.0,NO,2000000.0,No aplicable,2023-04-27,,0,Toda la ciudad,global
2328,5,3016,Millora de les instal·lacions esportives a l'aire lliure en els barris,Toda la ciudad,Toda la ciudad,Ayuntamiento,221.0,SI,SI,2335.0,SI,2018060.0,No aplicable,2023-04-27,,0,Toda la ciudad,global
2422,5,3110,Ensanche acera junto al cauce del Turia en C/Guadalaviar,Toda la ciudad,Toda la ciudad,Particular,10.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2460,5,3148,Benicalap - remodelacion zona de piedras c/ Agullent,Toda la ciudad,Toda la ciudad,Particular,37.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2463,5,3151,No a la Recalificacion solares Camino de Peñarocha y de la Calle 3 de abril,Toda la ciudad,Toda la ciudad,Particular,55.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2483,5,3171,PISCINA DE VERANO EN SAN ISIDRO - PARQUE DE WANGARI MAATHAI,Toda la ciudad,Toda la ciudad,Particular,176.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2531,5,3219,Instalacion de fibra,Toda la ciudad,Toda la ciudad,Particular,19.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2576,5,3264,REHABILITACIoN PARA USO VECINAL DEL CHALET DE LA CALLE JOSe DE ORGA,Toda la ciudad,Toda la ciudad,Particular,9.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2584,5,3272,CONTAMINACIoN VISUAL – SOTERRAMIENTO DE CONTENEDORES C. antiguos- dif. barrios,Toda la ciudad,Toda la ciudad,Particular,137.0,SI,SI,3282.0,SI,460000.0,No aplicable,2023-04-27,,0,Toda la ciudad,global
2615,5,3303,Desclassificacio del sol (pai Benimaclet),Toda la ciudad,Toda la ciudad,Particular,206.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2674,5,3362,Tasa municipal para vehiculos de movilidad personal,Toda la ciudad,Toda la ciudad,Particular,13.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2691,5,3379,REPAVIMENTACIoN INTEGRAL DEL MERCADO COLON,Toda la ciudad,Toda la ciudad,Particular,109.0,SI,SI,1389.0,NO,200000.0,No aplicable,2023-04-27,,0,Toda la ciudad,global
2698,5,3386,Contenedores,Toda la ciudad,Toda la ciudad,Particular,9.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2702,5,3390,Condicionament de l’entorn peatonal del CEIP Manual Gonzalez Marti de Benifaraig,Toda la ciudad,Toda la ciudad,Particular,29.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2773,5,3461,Arreglar aceras y renovar alumbrado en la calle Ramiro de Maeztu,Toda la ciudad,Toda la ciudad,Particular,21.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2802,5,3490,NUEVA LiNEA DE BUS QUE RECORRA LA RONDA NORD,Toda la ciudad,Toda la ciudad,Particular,126.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2833,5,3521,Linia 10 de Metrovalencia fins a Pinedo - Linea 10 de Metrovalencia hasta Pinedo,Toda la ciudad,Toda la ciudad,Particular,69.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2967,6,4023,Centro cultural,18,1,Particular,37.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,18,Pobles de l'Oest,matched
